epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,61.9835,0.88095,1.00732,0.85397,0.81526,0,0.79747,0.86444,0.85826,0.65119,0.79837,0.83591,0.84081,0.50711,0.81975,0.95533,0.97817,0.80049,0,0.00086616,0.00086616,0.00086616
12,66.6009,0.84464,0.85186,0.81829,0.81615,0,0.81921,0.866,0.89479,0.64968,0.80771,0.84008,0.87494,0.46306,0.87816,1.01558,0.86133,0.80616,0,0.000922996,0.000922996,0.000922996
13,71.1452,0.94831,1.04466,0.88849,0.80458,0,0.80331,0.86889,0.90253,0.67846,0.79404,0.86,0.88946,0.54909,0.84647,0.91727,0.81613,0.80477,0,0.000975872,0.000975872,0.000975872
14,75.7544,0.77523,0.83582,0.7742,0.81138,0,0.80738,0.89778,0.90978,0.70584,0.80066,0.87778,0.88848,0.47882,0.85539,0.97495,0.82014,0.8033,0,0.00102479,0.00102479,0.00102479
15,79.9636,0.85259,0.85733,0.77652,0.80958,0,0.81429,0.9,0.92455,0.71201,0.8025,0.88222,0.89614,0.47408,0.87007,0.91958,0.78694,0.80183,0,0.00106974,0.00106974,0.00106974
16,85.877,0.83043,0.90351,0.78836,0.80365,0,0.80998,0.88667,0.9131,0.68807,0.80185,0.87226,0.89733,0.55479,0.83651,0.85188,0.81098,0.79411,0,0.00111074,0.00111074,0.00111074
17,90.9802,0.96468,0.85577,0.91209,0.80581,0,0.80773,0.89111,0.90493,0.68207,0.80046,0.88,0.89282,0.57248,0.90857,0.81761,1.05379,0.79996,0,0.00114778,0.00114778,0.00114778
18,95.1528,0.74031,0.76712,0.80668,0.79856,0,0.86353,0.86444,0.91867,0.71607,0.85096,0.84667,0.89521,0.52292,0.84537,0.85968,0.84686,0.79408,0,0.00118085,0.00118085,0.00118085
19,99.1194,0.7958,0.87464,0.81536,0.81664,0,0.84229,0.87826,0.91018,0.70578,0.81901,0.85478,0.8713,0.51333,0.82139,0.85605,0.69231,0.79379,0,0.00120997,0.00120997,0.00120997
20,103.772,0.79796,0.81856,0.78619,0.81061,0,0.82609,0.89333,0.90083,0.67211,0.808,0.87333,0.87462,0.50301,0.88761,0.86091,0.70519,0.79845,0,0.00123512,0.00123512,0.00123512
21,108.008,0.81483,0.82356,0.75741,0.80901,0,0.82619,0.87778,0.9112,0.6859,0.81128,0.86222,0.89465,0.56898,0.82316,0.83486,0.7252,0.79286,0,0.001208,0.001208,0.001208
22,112.529,0.82618,0.84665,0.75109,0.7997,0,0.83224,0.87111,0.91904,0.69089,0.81679,0.85556,0.90198,0.52918,0.90796,0.89661,0.76021,0.79882,0,0.0011684,0.0011684,0.0011684
23,116.995,0.89866,0.8753,0.77457,0.81068,0,0.84679,0.84746,0.90492,0.6789,0.82902,0.82968,0.88094,0.51276,0.90111,0.89283,0.76955,0.79677,0,0.0011288,0.0011288,0.0011288
24,121.572,0.8266,0.83728,0.75566,0.8124,0,0.85141,0.82889,0.90398,0.68793,0.84,0.81778,0.88802,0.52578,0.8748,0.82356,0.78053,0.79539,0,0.0010892,0.0010892,0.0010892
25,127.215,0.87968,0.83193,0.76953,0.80578,0,0.8399,0.88598,0.91061,0.69471,0.82308,0.8684,0.88764,0.54163,0.89295,0.81175,0.75563,0.79629,0,0.0010496,0.0010496,0.0010496
26,131.05,0.86825,0.8447,0.72855,0.80624,0,0.85153,0.85392,0.90646,0.71414,0.83158,0.83392,0.87834,0.54365,0.84214,0.79796,0.74353,0.79295,0,0.00101,0.00101,0.00101
27,135.513,0.77462,0.74224,0.71056,0.80395,0,0.85415,0.86444,0.91775,0.73072,0.84456,0.84,0.89627,0.53621,0.79526,0.83433,0.74328,0.79181,0,0.0009704,0.0009704,0.0009704
28,139.915,0.79215,0.79874,0.7704,0.80763,0,0.86168,0.86222,0.92846,0.72591,0.84835,0.84889,0.90785,0.57631,0.82963,0.83321,0.70309,0.79476,0,0.0009308,0.0009308,0.0009308
29,144.298,0.8148,0.83893,0.7445,0.80118,0,0.86669,0.84667,0.92723,0.72903,0.85354,0.83333,0.90738,0.52582,0.82065,0.818,0.669,0.79347,0,0.0008912,0.0008912,0.0008912
30,148.948,0.77357,0.74598,0.79842,0.80814,0,0.85163,0.86444,0.92775,0.7419,0.83196,0.84719,0.90427,0.50039,0.78767,0.80377,0.64431,0.78959,0,0.0008516,0.0008516,0.0008516
31,153.328,0.76796,0.7317,0.73388,0.80159,0,0.82877,0.89273,0.92281,0.73574,0.8058,0.86677,0.89768,0.53455,0.7857,0.77894,0.65854,0.78866,0,0.000812,0.000812,0.000812
32,157.626,0.72409,0.72096,0.66826,0.79737,0,0.82068,0.91535,0.92203,0.72897,0.80474,0.89757,0.90182,0.55301,0.78789,0.81032,0.66229,0.78924,0,0.0007724,0.0007724,0.0007724
33,162.187,0.83687,0.87095,0.81597,0.80659,0,0.85136,0.88889,0.92857,0.74491,0.83418,0.87111,0.90921,0.53852,0.76861,0.79419,0.64441,0.78983,0,0.0007328,0.0007328,0.0007328
34,166.738,0.76821,0.80272,0.70836,0.79368,0,0.86452,0.86889,0.93251,0.74099,0.84475,0.84444,0.90773,0.51532,0.77459,0.7875,0.66373,0.79499,0,0.0006932,0.0006932,0.0006932
35,171.079,0.71863,0.69325,0.75274,0.79327,0,0.84746,0.87333,0.93026,0.7485,0.82771,0.85407,0.90488,0.50284,0.73809,0.77821,0.71742,0.79398,0,0.0006536,0.0006536,0.0006536
36,175.436,0.70703,0.70425,0.66322,0.79159,0,0.8382,0.88667,0.93457,0.75417,0.81653,0.86444,0.9082,0.51157,0.73555,0.77766,0.6783,0.79427,0,0.000614,0.000614,0.000614
37,179.713,0.68484,0.75799,0.65684,0.79751,0,0.84773,0.88444,0.93528,0.75213,0.82369,0.86171,0.90834,0.50446,0.75508,0.78106,0.63145,0.79564,0,0.0005744,0.0005744,0.0005744
38,184.271,0.69468,0.75078,0.71498,0.79295,0,0.85475,0.87615,0.93197,0.73651,0.82945,0.84889,0.89819,0.48668,0.82601,0.81833,0.62787,0.80352,0,0.0005348,0.0005348,0.0005348
39,189.683,0.74378,0.7845,0.68616,0.7963,0,0.86303,0.8821,0.93147,0.73834,0.83903,0.85712,0.9055,0.48962,0.80091,0.81797,0.62199,0.80293,0,0.0004952,0.0004952,0.0004952
40,193.574,0.78711,0.8027,0.6719,0.78715,0,0.85945,0.87778,0.9329,0.76553,0.83986,0.85778,0.91176,0.51375,0.71973,0.79462,0.61478,0.79387,0,0.0004556,0.0004556,0.0004556
41,201.18,0.72535,0.74881,0.73403,0.79056,0,0.86283,0.88062,0.93502,0.77306,0.83915,0.85556,0.90835,0.52015,0.70388,0.79841,0.64349,0.79101,0,0.000416,0.000416,0.000416
42,205.432,0.67891,0.72528,0.66816,0.79132,0,0.86953,0.85896,0.9344,0.77073,0.83348,0.84,0.90133,0.51591,0.70606,0.79294,0.70238,0.79145,0,0.0003764,0.0003764,0.0003764
43,208.5,0.67499,0.775,0.69213,0.80511,0,0.86282,0.86662,0.93385,0.7678,0.83171,0.83469,0.89323,0.50005,0.7179,0.78458,0.71472,0.79324,0,0.0003368,0.0003368,0.0003368
44,211.58,0.66952,0.69889,0.68441,0.7923,0,0.86282,0.86222,0.93385,0.75122,0.83768,0.83556,0.89988,0.4896,0.75611,0.79308,0.66425,0.79508,0,0.0002972,0.0002972,0.0002972
45,214.658,0.63549,0.67787,0.6922,0.79359,0,0.83744,0.89291,0.93376,0.74663,0.83877,0.84222,0.9067,0.4963,0.76574,0.8005,0.6188,0.79386,0,0.0002576,0.0002576,0.0002576
46,217.75,0.68993,0.72833,0.61707,0.78913,0,0.84108,0.89333,0.93451,0.75746,0.84796,0.83041,0.90328,0.50356,0.73805,0.79163,0.59323,0.7902,0,0.000218,0.000218,0.000218
47,220.842,0.66779,0.81143,0.61893,0.79996,0,0.84444,0.89111,0.93635,0.76188,0.82606,0.86444,0.91138,0.51195,0.71259,0.78421,0.58477,0.78813,0,0.0001784,0.0001784,0.0001784
48,223.943,0.63849,0.67668,0.58654,0.81222,0,0.83731,0.90222,0.9377,0.76628,0.83219,0.86,0.91324,0.51538,0.70895,0.78425,0.57983,0.78774,0,0.0001388,0.0001388,0.0001388
49,227.055,0.63342,0.74044,0.61545,0.78982,0,0.8394,0.90889,0.93835,0.76946,0.81639,0.88444,0.91457,0.51734,0.70416,0.78355,0.57663,0.78744,0,9.92e-05,9.92e-05,9.92e-05
50,230.128,0.6776,0.79776,0.61335,0.79072,0,0.83835,0.91044,0.93885,0.77045,0.81798,0.89111,0.91889,0.52055,0.70604,0.78625,0.57686,0.7876,0,5.96e-05,5.96e-05,5.96e-05
